-0.000000000000000000e+00,-0.000000000000000000e+00,-2.469135802469135665e-02,-7.407407407407406996e-02,1.646090534979424008e-02,-1.111111111111111049e-01,1.234567901234567833e-02,-1.934156378600823123e-01,4.115226337448560021e-03,-2.592592592592592449e-01,-7.818930041152263866e-02,-9.465020576131687180e-02,-9.876543209876542662e-02,-1.769547325102880653e-01,-9.465020576131687180e-02,-2.510288065843621630e-01,-2.057613168724279837e-02,-2.469135802469135665e-01,-3.703703703703703498e-02,-3.703703703703703498e-01,-5.761316872427983682e-02,-4.855967078189300512e-01,-6.172839506172839164e-02,-2.386831275720164569e-01,-5.761316872427983682e-02,-3.662551440329218089e-01,-6.172839506172839164e-02,-4.814814814814814548e-01,-3.292181069958848016e-02,-1.687242798353909556e-01
-0.000000000000000000e+00,-0.000000000000000000e+00,-1.646090534979424008e-02,-7.407407407407406996e-02,2.880658436213991841e-02,-1.069958847736625501e-01,2.880658436213991841e-02,-1.810699588477366340e-01,2.880658436213991841e-02,-2.386831275720164569e-01,-6.172839506172839164e-02,-9.876543209876542662e-02,-6.995884773662551515e-02,-1.810699588477366340e-01,-6.584362139917696033e-02,-2.674897119341563823e-01,8.230452674897120041e-03,-2.427983539094650256e-01,2.880658436213991841e-02,-3.621399176954732679e-01,4.115226337448559674e-02,-4.609053497942386945e-01,-4.115226337448559674e-02,-2.427983539094650256e-01,-4.526748971193415849e-02,-3.621399176954732679e-01,-5.349794238683127506e-02,-4.732510288065843729e-01,-1.646090534979424008e-02,-1.687242798353909556e-01
-0.000000000000000000e+00,-0.000000000000000000e+00,-1.433691756272401432e-02,-6.451612903225806273e-02,2.150537634408602322e-02,-9.677419354838709409e-02,3.225806451612903136e-02,-1.577060931899641472e-01,3.225806451612903136e-02,-2.150537634408602183e-01,-5.376344086021505458e-02,-7.885304659498207358e-02,-7.168458781362006815e-02,-1.433691756272401363e-01,-7.168458781362006815e-02,-2.043010752688172171e-01,-1.075268817204301161e-02,-1.971326164874551978e-01,-2.508960573476702594e-02,-3.010752688172043112e-01,-4.659498207885304916e-02,-3.870967741935483764e-01,-4.301075268817204644e-02,-1.935483870967741882e-01,-4.301075268817204644e-02,-2.974910394265232738e-01,-5.376344086021505458e-02,-3.835125448028673945e-01,-2.150537634408602322e-02,-1.397849462365591267e-01
-0.000000000000000000e+00,-0.000000000000000000e+00,-4.672897196261681894e-03,-9.345794392523364136e-02,5.607476635514018620e-02,-1.355140186915887723e-01,7.476635514018691031e-02,-2.242990654205607448e-01,7.009345794392522755e-02,-2.943925233644859585e-01,-6.542056074766354479e-02,-1.308411214953270896e-01,-7.009345794392522755e-02,-2.289719626168224276e-01,-5.607476635514018620e-02,-3.271028037383177378e-01,4.205607476635513792e-02,-2.990654205607476412e-01,8.411214953271027583e-02,-4.392523364485981241e-01,1.074766355140186896e-01,-5.514018691588784549e-01,-1.869158878504672758e-02,-3.037383177570093240e-01,-4.672897196261681894e-03,-4.439252336448598069e-01,-4.672897196261681894e-03,-5.560747663551401931e-01,4.672897196261681894e-03,-2.149532710280373793e-01
-0.000000000000000000e+00,-0.000000000000000000e+00,-2.051282051282051280e-02,-1.076923076923076983e-01,4.615384615384615641e-02,-1.538461538461538547e-01,6.153846153846154188e-02,-2.564102564102563875e-01,6.153846153846154188e-02,-3.435897435897435903e-01,-8.717948717948717507e-02,-1.435897435897435792e-01,-1.076923076923076983e-01,-2.512820512820512775e-01,-9.743589743589743668e-02,-3.538461538461538658e-01,1.538461538461538547e-02,-3.384615384615384803e-01,2.564102564102564014e-02,-4.974358974358974450e-01,2.051282051282051280e-02,-6.358974358974358587e-01,-5.128205128205128027e-02,-3.384615384615384803e-01,-7.692307692307692735e-02,-4.923076923076923350e-01,-9.743589743589743668e-02,-6.256410256410256387e-01,-1.538461538461538547e-02,-2.410256410256410298e-01
-0.000000000000000000e+00,-0.000000000000000000e+00,-1.345291479820627870e-02,-8.968609865470851539e-02,4.484304932735425769e-02,-1.300448430493273411e-01,5.381165919282511478e-02,-2.242152466367713093e-01,4.484304932735425769e-02,-3.049327354260089606e-01,-7.174887892376681509e-02,-1.121076233183856546e-01,-9.865470852017936554e-02,-2.062780269058296090e-01,-9.865470852017936554e-02,-2.869955156950672603e-01,-4.484304932735425943e-03,-2.869955156950672603e-01,-2.690582959641255739e-02,-4.215246636771300404e-01,-4.035874439461883262e-02,-5.381165919282511201e-01,-5.829596412556053986e-02,-2.780269058295964379e-01,-8.520179372197309031e-02,-3.991031390134529011e-01,-8.968609865470851539e-02,-5.067264573991031584e-01,-2.242152466367712885e-02,-2.017937219730941700e-01
-0.000000000000000000e+00,-0.000000000000000000e+00,3.460207612456747510e-03,-5.882352941176470507e-02,4.498269896193771850e-02,-7.958477508650518839e-02,5.536332179930796016e-02,-1.453287197231833972e-01,5.536332179930796016e-02,-2.006920415224913434e-01,-3.460207612456747683e-02,-8.304498269896193330e-02,-4.844290657439446340e-02,-1.487889273356401421e-01,-4.152249134948096665e-02,-2.076124567474048332e-01,2.422145328719723170e-02,-1.937716262975778536e-01,2.422145328719723170e-02,-2.871972318339100494e-01,3.114186851211072499e-02,-3.737024221453287276e-01,-1.384083044982699004e-02,-1.937716262975778536e-01,-6.920415224913495020e-03,-2.871972318339100494e-01,-0.000000000000000000e+00,-3.667820069204152378e-01,6.920415224913495020e-03,-1.384083044982699073e-01
-0.000000000000000000e+00,-0.000000000000000000e+00,-3.076923076923076920e-03,-5.230769230769230504e-02,2.769230769230769315e-02,-7.384615384615385303e-02,3.076923076923077094e-02,-1.261538461538461442e-01,2.769230769230769315e-02,-1.753846153846153888e-01,-3.692307692307692651e-02,-6.769230769230769051e-02,-4.923076923076923073e-02,-1.199999999999999956e-01,-5.846153846153846062e-02,-1.661538461538461520e-01,-0.000000000000000000e+00,-1.630769230769230638e-01,-3.076923076923076920e-03,-2.430769230769230793e-01,-6.153846153846153841e-03,-3.076923076923077094e-01,-3.384615384615384526e-02,-1.600000000000000033e-01,-3.692307692307692651e-02,-2.399999999999999911e-01,-4.923076923076923073e-02,-3.076923076923077094e-01,-1.230769230769230768e-02,-1.138461538461538469e-01
-0.000000000000000000e+00,-0.000000000000000000e+00,3.076923076923076920e-03,-5.230769230769230504e-02,3.384615384615384526e-02,-6.769230769230769051e-02,4.615384615384615641e-02,-1.199999999999999956e-01,4.307692307692307515e-02,-1.692307692307692402e-01,-2.769230769230769315e-02,-7.076923076923076483e-02,-3.692307692307692651e-02,-1.230769230769230838e-01,-3.692307692307692651e-02,-1.661538461538461520e-01,2.153846153846153758e-02,-1.661538461538461520e-01,3.076923076923077094e-02,-2.430769230769230793e-01,4.923076923076923073e-02,-3.076923076923077094e-01,-1.538461538461538547e-02,-1.661538461538461520e-01,-1.230769230769230768e-02,-2.399999999999999911e-01,-6.153846153846153841e-03,-3.046153846153846212e-01,3.076923076923076920e-03,-1.199999999999999956e-01
-0.000000000000000000e+00,-0.000000000000000000e+00,6.514657980456026350e-03,-5.537459283387621833e-02,3.908794788273615289e-02,-7.491856677524430519e-02,5.211726384364821080e-02,-1.335504885993485380e-01,3.583061889250814536e-02,-1.856677524429967419e-01,-2.280130293159609092e-02,-7.817589576547230579e-02,-2.605863192182410540e-02,-1.335504885993485380e-01,-2.605863192182410540e-02,-1.758957654723126984e-01,2.280130293159609092e-02,-1.726384364820846840e-01,1.628664495114006544e-02,-2.508143322475570036e-01,1.302931596091205270e-02,-3.355048859934853245e-01,-6.514657980456026350e-03,-1.758957654723126984e-01,-0.000000000000000000e+00,-2.540716612377850181e-01,3.257328990228013175e-03,-3.322475570032573100e-01,9.771986970684038223e-03,-1.270358306188925090e-01
-0.000000000000000000e+00,-0.000000000000000000e+00,-7.194244604316547137e-03,-6.834532374100719954e-02,3.237410071942446038e-02,-9.712230215827338808e-02,4.316546762589928282e-02,-1.618705035971222950e-01,4.316546762589928282e-02,-2.194244604316546721e-01,-4.676258992805755466e-02,-8.633093525179856564e-02,-6.115107913669064893e-02,-1.510791366906474864e-01,-5.755395683453237710e-02,-2.122302158273381423e-01,7.194244604316547137e-03,-2.050359712230215847e-01,2.158273381294964141e-02,-3.021582733812949728e-01,2.877697841726618855e-02,-3.920863309352518034e-01,-3.237410071942446038e-02,-2.050359712230215847e-01,-3.597122302158273222e-02,-2.949640287769784153e-01,-4.316546762589928282e-02,-3.705035971223021307e-01,-1.079136690647482071e-02,-1.510791366906474864e-01
